         2093178 function calls (2075061 primitive calls) in 13.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 configparser.py:276(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:284(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:340(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 app.py:987(on_stop)
        1    0.000    0.000    0.000    0.000 base.py:471(on_stop)
        1    0.000    0.000    0.000    0.000 clock.py:968(ClockBaseInterrupt)
        1    0.000    0.000    0.000    0.000 clock.py:975(ClockBaseFreeInterruptAll)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:406(WinDLL)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:57(InvalidStateError)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 events.py:624(_Local)
        1    0.000    0.000    0.000    0.000 events.py:673(_RunningLoop)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 windows_events.py:300(_WindowsSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 parser.py:705(ParserSelectorClass)
        1    0.000    0.000    0.000    0.000 style.kv:32(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:384(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:412(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:441(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:452(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:461(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:465(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:517(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:686(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:740(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:882(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:987(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1050(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1170(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1176(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1191(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1257(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:2622(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:404(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:528(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:550(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1053(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1585(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:678(_get_system_size)
        1    0.000    0.000    0.000    0.000 __init__.py:1664(on_cursor_enter)
        1    0.000    0.000    0.000    0.000 __init__.py:1674(on_cursor_leave)
        1    0.000    0.000    0.000    0.000 provider.py:24(start)
        1    0.000    0.000    0.000    0.000 provider.py:31(stop)
        1    0.000    0.000    0.000    0.000 factory.py:26(list)
        1    0.000    0.000    0.000    0.000 wm_common.py:110(SetWindowLong_WndProc_wrapper_generator)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1303(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:710(IndexExpression)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:157(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:265(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1047(_fdat)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method kivy.graphics.cgl.cgl_get_initialized_backend_name}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(exec_module)
        1    0.000    0.000    0.000    0.000 typing.py:902(<genexpr>)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:486(__enter__)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 threading.py:778(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:235(<listcomp>)
        1    0.000    0.000    0.000    0.000 app.py:594(build_config)
        1    0.000    0.000    0.000    0.000 app.py:980(on_start)
        1    0.000    0.000    0.000    0.000 base.py:481(on_start)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:210(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 _base.py:53(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 windows_events.py:882(_WindowsSubprocessTransport)
        1    0.000    0.000    0.000    0.000 style.kv:6(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:24(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:45(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:46(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:70(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:81(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:91(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:136(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:143(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:158(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:167(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:169(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:171(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:207(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:214(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:244(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:280(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:284(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:290(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:292(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:298(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:302(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:338(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:352(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:359(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:383(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:421(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:433(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:445(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:448(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:456(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:462(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:469(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:471(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:436(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:488(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:516(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:587(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:597(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:622(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:626(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:635(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:646(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:690(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:691(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:701(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:703(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:804(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:795(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:827(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:833(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:839(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:845(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:849(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:863(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:872(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:873(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:896(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:912(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:922(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:924(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:935(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:940(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:957(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:963(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:970(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:982(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1015(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1062(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1084(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1020(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1023(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1041(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1044(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1055(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1142(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1150(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1156(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1157(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1165(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1216(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1226(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1235(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1236(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1246(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1247(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1256(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 ddsfile.py:167(DDSException)
        1    0.000    0.000    0.000    0.000 Image.py:100(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 pathlib.py:1578(PosixPath)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:366(before_set)
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(__enter__)
        1    0.000    0.000    0.000    0.000 style.kv:44(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:47(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:48(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:53(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:83(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:86(<module>)
